# Argument List:
# Name = 8481_5fold_gene_score.txt
# peak file = ./fold/8481_tmp
# decay = 10000 bp
# genome = /project/dev/rongbin/xy/rp/hg38_refGene.bed
#chrom	txStart	txEnd	refseq	score	strand	symbol
chr19	9810269	9819078	NM_001316938.2	2.700	-	FBXL12
chr19	9810269	9819078	NM_001316939.2	2.700	-	FBXL12
chr19	9810269	9819078	NM_001316940.2	2.700	-	FBXL12
chr19	9810269	9819078	NM_001316941.2	2.700	-	FBXL12
chr19	9810269	9819078	NM_001316942.2	2.700	-	FBXL12
chr19	9810269	9819078	NM_017703.3	2.700	-	FBXL12
chr7	33014112	33062796	NM_001002009.2	2.700	-	NT5C3A
chr7	33014112	33062775	NM_001002010.4	2.700	-	NT5C3A
chr7	107891182	107921197	NM_000108.5	2.699	+	DLD
chr19	44745044	44760043	XM_011527197.2	2.699	+	BCL3
chr17	7101321	7114309	NM_080914.2	2.698	-	ASGR2
chr14	105314747	105398146	NM_001100913.3	2.698	+	PACS2
chr14	105314747	105398146	NM_015197.4	2.698	+	PACS2
chr19	40440842	40444074	XM_006723179.3	2.698	-	SERTAD3
chr20	4148827	4187726	NM_175839.3	2.698	+	SMOX
chr20	4148827	4187726	NM_175840.3	2.698	+	SMOX
chr20	4148827	4187726	NM_175841.3	2.698	+	SMOX
chr20	4148827	4187726	NM_175842.3	2.698	+	SMOX
chr1	23506427	23530913	XM_011540868.3	2.698	-	E2F2
chr1	23505695	23530913	XM_011540870.3	2.698	-	E2F2
chr1	33323625	33349898	NM_004427.4	2.698	-	PHC2
chr2	33458054	33564730	NM_001349979.2	2.698	+	RASGRP3
chr7	107891106	107921197	NM_001289750.1	2.698	+	DLD
chr7	107891106	107921197	NM_001289751.1	2.698	+	DLD
chr7	107891106	107921197	NM_001289752.1	2.698	+	DLD
chr2	33458028	33564727	XM_011532748.3	2.697	+	RASGRP3
chr12	49002273	49018775	NM_001206709.2	2.697	-	PRKAG1
chr12	49002273	49018775	NM_001206710.2	2.697	-	PRKAG1
chr12	49002273	49018775	NM_002733.5	2.697	-	PRKAG1
chr18	58671419	58733485	XM_011525794.1	2.696	+	MALT1
chr11	64348750	64357533	XM_011544962.3	2.696	+	CCDC88B
chr10	43385616	43408883	NM_001098205.1	2.696	-	HNRNPF
chr19	17523300	17552025	NM_001098524.1	2.696	+	NIBAN3
chr19	17523300	17553838	NM_173544.4	2.696	+	NIBAN3
chr12	49002271	49018772	XM_005269020.2	2.696	-	PRKAG1
chr16	18781294	18790333	NM_001019.5	2.696	-	RPS15A
chr16	18781294	18790333	NM_001030009.2	2.696	-	RPS15A
chr6	31723343	31726709	NM_025260.3	2.696	+	MPIG6B
chr6	31723343	31726709	NM_138272.2	2.696	+	MPIG6B
chr6	31723343	31726709	NM_138273.2	2.696	+	MPIG6B
chr6	31723343	31726709	NM_138274.2	2.696	+	MPIG6B
chr6	31723343	31726709	NM_138275.2	2.696	+	MPIG6B
chr6	31723343	31726709	NM_138277.2	2.696	+	MPIG6B
chr3	136337383	136752411	XM_011512331.2	2.696	-	STAG1
chr3	136337383	136752411	XM_017005524.2	2.696	-	STAG1
chr1	198157004	198322419	XM_017000345.1	2.695	+	NEK7
chr7	28686103	28820617	XM_017012810.1	2.695	+	CREB5
chr1	198156999	198322419	XM_011509209.1	2.695	+	NEK7
chr1	198156999	198322419	XM_017000344.1	2.695	+	NEK7
chr1	198156999	198322419	XM_017000346.1	2.695	+	NEK7
chr1	198156999	198292247	XM_017000347.1	2.695	+	NEK7
chr1	198156999	198292247	XM_017000348.1	2.695	+	NEK7
chr1	198156997	198322419	NM_133494.3	2.695	+	NEK7
chr19	4324042	4338826	NM_001013841.2	2.695	-	STAP2
chr19	4324042	4338826	NM_017720.3	2.695	-	STAP2
chr1	1211331	1216811	XM_017002231.1	2.695	-	TNFRSF4
chr1	1211325	1216811	XM_017002232.1	2.695	-	TNFRSF4
chr12	49002271	49018974	XM_005269019.4	2.695	-	PRKAG1
chr19	55399744	55407787	NM_014501.3	2.694	-	UBE2S
chr6	27807478	27807930	NM_003519.3	2.694	-	H2BC13
chr18	58671464	58754476	NM_006785.4	2.694	+	MALT1
chr18	58671464	58754476	NM_173844.3	2.694	+	MALT1
chr9	127867838	127885541	XM_017014428.1	2.694	-	AK1
chr11	57406953	57427579	NM_017611.2	2.694	-	SLC43A3
chr9	128832941	128881949	NM_004059.5	2.694	-	KYAT1
chr3	100635537	100695478	NM_001308362.1	2.694	+	ADGRG7
chr19	40440842	40444296	XM_005258832.4	2.694	-	SERTAD3
chr6	149749694	149811420	NM_001252049.1	2.694	+	PCMT1
chr6	149749694	149811420	NM_001252050.1	2.694	+	PCMT1
chr6	149749694	149811420	NM_001252051.1	2.694	+	PCMT1
chr6	149749694	149811420	NM_001252052.1	2.694	+	PCMT1
chr6	149749694	149802530	NM_001252053.1	2.694	+	PCMT1
chr6	149749694	149811420	NM_005389.2	2.694	+	PCMT1
chr19	42428277	42442945	NM_198477.3	2.693	-	CXCL17
chr22	17178789	17219584	NM_001282229.1	2.693	-	ADA2
chr1	30869465	30908757	NM_014654.4	2.693	-	SDC3
chr14	49620798	49623480	NM_002408.4	2.693	+	MGAT2
chr10	5446608	5459055	NM_005863.5	2.693	+	NET1
chr19	40440843	40444334	NM_203344.3	2.693	-	SERTAD3
chr10	43385616	43409207	NM_004966.3	2.693	-	HNRNPF
chr11	62761579	62766709	NM_002696.3	2.693	+	POLR2G
chr5	96934858	97037512	XM_024446045.1	2.693	+	LNPEP
chr15	49858237	50124181	XM_011522051.3	2.693	-	ATP8B4
chr10	43385616	43409247	NM_001098204.1	2.693	-	HNRNPF
chr19	44954992	44993345	NM_001282175.1	2.692	+	CLPTM1
chr20	346265	353537	XM_017028182.1	2.692	-	LOC101929937
chr11	73400488	73468491	XM_017017415.2	2.692	-	FAM168A
chr11	73400488	73468491	XM_017017416.2	2.692	-	FAM168A
chr14	49618529	49620625	NM_001001.5	2.692	-	RPL36AL
chr17	28728787	28743454	NM_178170.3	2.692	+	NEK8
chrY	1336615	1382688	NM_001267713.1	2.692	+	IL3RA
chr19	51225079	51240015	NM_001082618.2	2.692	+	CD33
chr19	51225079	51235965	NM_001177608.2	2.692	+	CD33
chr19	51225079	51240015	NM_001772.4	2.692	+	CD33
chr16	55480532	55506690	NM_001302509.1	2.692	+	MMP2
chr13	24420929	24512992	XM_011534931.1	2.691	-	PARP4
chr20	4148778	4187746	NM_001270691.1	2.691	+	SMOX
chr7	128940669	128950041	NM_001098627.3	2.691	+	IRF5
chr6	45422274	45551081	NM_001278478.2	2.691	+	RUNX2
chr6	45422274	45551081	NM_001369405.1	2.691	+	RUNX2
chr7	28686132	28825893	NM_001011666.3	2.690	+	CREB5
chr3	152244358	152465779	XM_006713639.1	2.690	+	MBNL1
chr3	152244358	152465209	XM_017006428.1	2.690	+	MBNL1
chr3	136336235	136752377	NM_005862.3	2.690	-	STAG1
chr3	136337383	136752377	XM_017005523.1	2.690	-	STAG1
chr3	136337383	136752376	XM_011512329.2	2.690	-	STAG1
chr9	128833112	128882048	XM_017015267.1	2.690	-	KYAT1
chr1	27355183	27366960	NM_001297609.2	2.690	-	MAP3K6
chr1	27355183	27366960	NM_004672.5	2.690	-	MAP3K6
chr6	27808198	27808666	NM_003509.2	2.689	+	H2AC13
chr10	70523186	70568449	XM_017016072.1	2.689	+	PALD1
chr9	128833112	128882062	XM_011519169.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001122671.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001122672.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001287390.2	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352990.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352991.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352992.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352994.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352995.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352996.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352997.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352998.1	2.689	-	KYAT1
chr9	128833112	128882074	NM_001352999.1	2.689	-	KYAT1
chr16	85903014	85922608	NM_001363908.1	2.688	+	IRF8
chr22	28773136	28789300	NM_001284265.1	2.688	+	CCDC117
chr8	23102813	23117436	NM_003841.4	2.688	+	TNFRSF10C
chr10	17315420	17454594	NM_001004470.3	2.688	-	ST8SIA6
chr10	17315420	17454594	NM_001345961.2	2.688	-	ST8SIA6
chr1	156742108	156751674	NM_004494.3	2.688	-	HDGF
chr6	149749740	149811420	NM_001360452.1	2.688	+	PCMT1
chr6	149749740	149811420	NM_001360456.1	2.688	+	PCMT1
chr15	90351438	90362822	XM_017022128.2	2.688	+	ZNF774
chr15	52019929	52066264	XM_005254537.3	2.688	+	MAPK6
chr16	29812192	29815880	NM_001256442.2	2.688	+	PRRT2
chr16	29812192	29815880	NM_001256443.2	2.688	+	PRRT2
chr16	29812192	29815880	NM_145239.3	2.688	+	PRRT2
chr6	33278944	33288691	XM_017011485.2	2.687	-	WDR46
chr6	33278944	33288691	XM_017011487.2	2.687	-	WDR46
chr14	89156176	89417232	NM_005197.4	2.687	-	FOXN3
chr3	177020753	177197356	XM_005247775.2	2.687	-	TBL1XR1
chr16	29812196	29815916	XM_017022887.2	2.687	+	PRRT2
chr16	29812196	29815919	XM_017022889.2	2.687	+	PRRT2
chr19	35448256	35451766	NM_001370087.1	2.687	+	FFAR2
chr19	35448256	35451766	NM_005306.3	2.687	+	FFAR2
chr9	128882111	128918038	NM_019594.3	2.687	+	LRRC8A
chr7	64990355	65006686	NM_001007253.4	2.687	-	ERV3-1
chr12	11846978	11895385	XM_011520612.2	2.687	+	ETV6
chr14	55271420	55353610	NM_017943.4	2.687	+	FBXO34
chr17	68248104	68257156	XM_024450790.1	2.687	+	AMZ2
chr16	11668454	11679151	NM_003498.6	2.687	+	SNN
chr20	760079	775984	NM_001370085.1	2.686	-	SLC52A3
chr20	760079	775984	NM_001370086.1	2.686	-	SLC52A3
chr14	105314859	105398146	XM_006720090.2	2.686	+	PACS2
chr14	105314859	105398146	XM_006720091.2	2.686	+	PACS2
chr14	105314859	105398146	XM_006720092.3	2.686	+	PACS2
chr14	105314859	105398146	XM_017021105.2	2.686	+	PACS2
chr14	105314859	105398146	XM_017021106.2	2.686	+	PACS2
chr14	105314859	105398146	XM_017021107.2	2.686	+	PACS2
chr14	105314859	105398146	XM_017021108.2	2.686	+	PACS2
chr14	105314859	105398146	XM_017021109.2	2.686	+	PACS2
chr14	105314859	105398146	XM_017021110.2	2.686	+	PACS2
chr9	128882132	128918038	NM_001127245.2	2.686	+	LRRC8A
chr10	48446035	48656082	XM_011540003.1	2.686	-	ARHGAP22
chr8	70109811	70224746	XM_017012970.2	2.686	-	NCOA2
chr14	95535049	95544713	NM_016417.3	2.686	+	GLRX5
chr19	7920337	7923249	NM_003083.4	2.686	+	SNAPC2
chrX	71103248	71106972	XM_005262244.4	2.686	-	CXorf65
chr5	177400108	177400660	NM_001029886.3	2.686	-	PFN3
chr14	91232531	91237590	XM_011537199.2	2.686	-	GPR68
chr9	128882149	128918041	XM_011518864.2	2.685	+	LRRC8A
chr16	10743868	10769348	NM_001323597.1	2.685	+	NUBP1
chr22	28772694	28789294	NM_173510.4	2.685	+	CCDC117
chr22	28772673	28789300	NM_001284263.1	2.685	+	CCDC117
chr22	28772673	28789300	NM_001284264.1	2.685	+	CCDC117
chr7	64971775	65006745	NM_001348050.2	2.685	-	ERV3-1-ZNF117
chr17	38705272	38729794	NM_005937.4	2.685	+	MLLT6
chr19	9810266	9820527	XM_017026912.2	2.685	-	FBXL12
chr16	10743859	10769350	NM_001323595.1	2.685	+	NUBP1
chr16	29812240	29815878	XM_011545715.3	2.684	+	PRRT2
chr16	29812240	29815880	XM_017022888.2	2.684	+	PRRT2
chr17	68248090	68257156	XM_024450787.1	2.684	+	AMZ2
chr16	10743855	10769350	NM_001323594.1	2.684	+	NUBP1
chr16	85902829	85922608	NM_001363907.1	2.684	+	IRF8
chr2	223051929	223055636	NM_080671.3	2.684	+	KCNE4
chr6	26156330	26157114	NM_005321.2	2.684	+	H1-4
chr18	46084143	46104232	NM_001001937.1	2.683	-	ATP5F1A
chr17	75776433	75779778	NM_005324.5	2.683	-	H3-3B
chr7	151207836	151227373	NM_005692.4	2.683	-	LOC114483834
chr6	154733377	154834243	NM_001286188.1	2.683	+	SCAF8
chr6	154733377	154834243	NM_001286189.1	2.683	+	SCAF8
chr6	154733377	154834243	NM_001286194.1	2.683	+	SCAF8
chr6	154733377	154834243	NM_001286199.1	2.683	+	SCAF8
chr6	154733377	154834243	NM_014892.4	2.683	+	SCAF8
chr17	39969414	39977336	XM_011524651.3	2.683	+	GSDMA
chr16	10743841	10769350	NM_002484.4	2.683	+	NUBP1
chr8	23528955	23575462	NM_001317812.2	2.683	+	SLC25A37
chr8	23528955	23575462	NM_001317813.2	2.683	+	SLC25A37
chr8	23528955	23575462	NM_001317814.2	2.683	+	SLC25A37
chr8	23528955	23575462	NM_016612.4	2.683	+	SLC25A37
chr20	63939828	63951186	NM_001193379.2	2.682	-	UCKL1
chr20	63939828	63951186	NM_001353478.2	2.682	-	UCKL1
chr20	63939828	63951186	NM_001353479.2	2.682	-	UCKL1
chrX	1336785	1382688	XM_005274432.1	2.682	+	IL3RA
chr16	10743834	10769350	NM_001323596.1	2.682	+	NUBP1
chr21	39387762	39397888	NM_001146218.2	2.682	+	GET1
chr17	43010729	43014458	XM_017024585.2	2.682	+	IFI35
chr7	100875346	100888663	XM_005250405.2	2.682	+	SRRT
chr7	100875346	100888663	XM_005250406.2	2.682	+	SRRT
chr7	100875346	100888663	XM_005250407.2	2.682	+	SRRT
chr7	100875346	100888663	XM_005250408.2	2.682	+	SRRT
chr7	100875346	100888663	XM_024446793.1	2.682	+	SRRT
chr12	122865329	122871957	XM_006719602.4	2.682	-	VPS37B
chr17	43010721	43014458	XM_017024584.1	2.682	+	IFI35
chr15	63608617	63833947	NM_003922.4	2.682	-	HERC1
chr15	63608617	63833947	XM_017022699.2	2.682	-	HERC1
chr15	63608617	63833947	XM_017022700.2	2.682	-	HERC1
chr15	63608617	63833947	XM_017022701.2	2.682	-	HERC1
chr15	63608617	63833947	XM_017022702.2	2.682	-	HERC1
chr15	63608617	63833947	XM_017022703.2	2.682	-	HERC1
chr15	63608617	63833947	XM_017022704.2	2.682	-	HERC1
chr15	63608617	63833947	XM_017022705.2	2.682	-	HERC1
chr15	63669298	63833947	XM_017022706.2	2.682	-	HERC1
chr4	153153077	153339316	NM_001130067.2	2.682	+	TRIM2
chr20	23364362	23373061	NM_001317019.1	2.681	+	GZF1
chr17	50862222	50867977	NM_001243877.1	2.681	-	TOB1
chr17	68248070	68257156	XM_024450786.1	2.681	+	AMZ2
chr19	14087850	14090750	NM_138352.3	2.681	-	SAMD1
chr6	27810063	27810535	NM_003536.2	2.681	+	H3C10
chr19	35049289	35066241	XM_017026732.1	2.681	+	HPN
chr17	68248067	68257156	XM_006721940.2	2.680	+	AMZ2
chr11	62593213	62601864	NM_004739.4	2.680	-	MTA2
chr6	12059289	12164998	XM_011514555.3	2.680	+	HIVEP1
chr3	122077848	122121142	NM_006889.4	2.680	+	CD86
chr3	122077848	122121142	NM_176892.1	2.680	+	CD86
chr4	38823679	38857766	XM_011513614.3	2.680	-	TLR6
chr12	6618834	6635958	NM_020400.6	2.680	-	LPAR5
chr7	128940556	128950037	XM_011516158.3	2.680	+	IRF5
chr16	30553763	30558373	NM_001172679.2	2.679	-	ZNF764
chr16	30553763	30558373	NM_033410.4	2.679	-	ZNF764
chr17	45135686	45144175	NM_001135705.3	2.679	+	ACBD4
chr17	45135686	45144175	NM_001135706.3	2.679	+	ACBD4
chr17	45135686	45144175	NM_001135707.3	2.679	+	ACBD4
chr17	45135686	45144175	NM_024722.4	2.679	+	ACBD4
chr17	45135686	45144180	XM_017025094.1	2.679	+	ACBD4
chr17	45135686	45144180	XM_024450949.1	2.679	+	ACBD4
chr1	173183730	173207330	NM_003326.5	2.679	-	TNFSF4
chr16	67528822	67546785	XM_011523325.2	2.679	+	RIPOR1
chr16	67528828	67546785	NM_001193522.2	2.679	+	RIPOR1
chr16	67528828	67546785	NM_024519.4	2.679	+	RIPOR1
chrX	154412220	154421725	XM_011531191.2	2.678	+	TAZ
chr14	105474820	105480161	NM_001270841.2	2.678	+	CRIP2
chr14	105474820	105480161	NM_001312.4	2.678	+	CRIP2
chr19	57571565	57578926	NM_001353405.1	2.678	-	ZNF416
chr1	27534244	27603493	NM_001029882.3	2.678	-	AHDC1
chr12	10372352	10410145	NM_001199805.1	2.678	-	KLRC4-KLRK1
chr16	10743785	10769350	NM_001278506.1	2.677	+	NUBP1
chr10	74120254	74151040	XM_024447939.1	2.677	-	AP3M1
chr16	67528880	67546785	XM_017023664.2	2.677	+	RIPOR1
chr5	39105251	39217885	XM_006714466.2	2.677	-	FYB1
chr3	177019356	177197481	NM_001321194.2	2.677	-	TBL1XR1
chr3	177019356	177197481	NM_024665.6	2.677	-	TBL1XR1
chr19	57571565	57578910	NM_017879.3	2.677	-	ZNF416
chr19	57571014	57578910	XM_024451594.1	2.677	-	ZNF416
chr1	244352743	244389895	XM_011544128.2	2.677	+	C1orf100
chr1	244352743	244389895	XM_017000572.1	2.677	+	C1orf100
chr17	68248043	68257156	XM_024450789.1	2.677	+	AMZ2
chr3	9962679	10011247	NM_018447.3	2.676	-	EMC3
chr17	68248042	68257154	NM_016627.5	2.676	+	AMZ2
chr3	36826816	36912379	XM_017007572.1	2.676	-	TRANK1
chr17	63702831	63741985	NM_001003786.3	2.676	-	STRADA
chr17	63702831	63741985	NM_001003788.3	2.676	-	STRADA
chr17	63702831	63741985	NM_001165969.2	2.676	-	STRADA
chr17	63702831	63741985	NM_001165970.2	2.676	-	STRADA
chr17	63702831	63741985	NM_001363786.1	2.676	-	STRADA
chr17	63702831	63741985	NM_001363787.1	2.676	-	STRADA
chr17	63702831	63741985	NM_001363788.1	2.676	-	STRADA
chr17	63702831	63741985	NM_001363789.1	2.676	-	STRADA
chr17	63702831	63741985	NM_001363790.1	2.676	-	STRADA
chr17	63702831	63741985	NM_001363791.1	2.676	-	STRADA
chr17	63702831	63741985	NM_153335.6	2.676	-	STRADA
chr12	53501585	53506430	NM_134324.3	2.676	+	TARBP2
chr12	53501585	53506430	XM_005269115.2	2.676	+	TARBP2
chr19	12610919	12633833	NM_153358.3	2.676	+	ZNF791
chr17	7481401	7483063	NM_001102614.1	2.675	+	SLC35G6
chr19	12969617	12974752	NM_152654.2	2.675	+	DAND5
chr1	244969738	245087844	XM_011544301.1	2.675	+	EFCAB2
chr14	105474783	105480161	XM_024449481.1	2.675	+	CRIP2
chr7	42909272	42911444	XM_017012596.1	2.675	-	C7orf25
chr14	105474779	105480161	XM_024449480.1	2.675	+	CRIP2
chr12	53501598	53506430	XM_005269122.4	2.674	+	TARBP2
chr19	35449169	35451766	XM_017026711.1	2.674	+	FFAR2
chrX	71103888	71106739	NM_001025265.3	2.674	-	CXorf65
chr16	67528971	67546785	XM_011523321.1	2.674	+	RIPOR1
chr16	67528971	67546785	XM_024450443.1	2.674	+	RIPOR1
chr6	33278944	33288403	XM_017011486.2	2.674	-	WDR46
chr20	10637683	10673998	NM_000214.3	2.674	-	JAG1
chr4	38823703	38856816	NM_006068.4	2.673	-	TLR6
chr12	53501610	53506430	XM_011538712.3	2.673	+	TARBP2
chr19	12576099	12610812	NM_020714.3	2.673	-	ZNF490
chr10	62643618	62672009	XM_017015940.1	2.673	+	ZNF365
chr13	76880174	76886404	NM_138444.4	2.673	-	KCTD12
chr20	63743669	63831263	NM_001369741.1	2.673	-	ZBTB46
chr2	27086759	27100748	XM_005264294.4	2.673	+	KHK
chr2	27086759	27100748	XM_005264298.4	2.673	+	KHK
chr2	27086759	27098445	XM_006712008.4	2.673	+	KHK
chr2	27086759	27098445	XM_006712009.4	2.673	+	KHK
chr2	27086759	27098445	XM_006712010.4	2.673	+	KHK
chr2	27086759	27098445	XM_006712012.4	2.673	+	KHK
chr2	27086759	27098445	XM_006712013.4	2.673	+	KHK
chr2	27086759	27098445	XM_006712014.4	2.673	+	KHK
chr2	27086759	27100748	XM_017004060.2	2.673	+	KHK
chr2	27086759	27100748	XM_017004061.2	2.673	+	KHK
chr19	58396089	58397078	NM_001195135.1	2.672	+	RNF225
chr3	50296401	50298859	NM_001200018.2	2.672	-	NAA80
chr3	50292831	50298859	NM_001200029.2	2.672	-	HYAL3
chr2	134918809	134957404	XM_017005227.1	2.672	+	CCNT2
chr2	27086771	27100761	NM_000221.3	2.672	+	KHK
chr2	27086771	27100761	NM_006488.3	2.672	+	KHK
chr2	27086771	27100748	XM_005264296.4	2.672	+	KHK
chr3	10164918	10243744	NM_001570.4	2.672	+	IRAK2
chr9	128882501	128918038	NM_001127244.1	2.672	+	LRRC8A
chr18	673880	691220	XM_024451218.1	2.672	-	ENOSF1
chr2	27086791	27098445	XM_006712011.4	2.671	+	KHK
chr4	40205236	40244655	XM_017008189.1	2.671	+	RHOH
chr6	37005654	37029068	NM_173558.4	2.671	+	FGD2
chr6	37005654	37019881	XM_011514372.2	2.671	+	FGD2
chr6	37005654	37019878	XM_011514373.2	2.671	+	FGD2
chr6	37005654	37029069	XM_017010429.2	2.671	+	FGD2
chr9	128833112	128882522	NM_001352988.1	2.671	-	KYAT1
chr9	128833112	128882522	NM_001352989.1	2.671	-	KYAT1
chr2	134918816	134957016	XM_017005230.1	2.671	+	CCNT2
chr2	134918816	134957405	XM_017005232.2	2.671	+	CCNT2
chr16	29154295	29220862	XM_017023984.2	2.671	+	LOC107984832
chr2	134918819	134957405	XM_017005231.2	2.670	+	CCNT2
chr7	73440405	73522292	NM_001370402.1	2.670	-	BAZ1B
chr7	73440405	73522292	NM_032408.4	2.670	-	BAZ1B
chr2	134918820	134957016	XM_017005229.1	2.670	+	CCNT2
chr19	14514770	14530596	XM_006722734.4	2.670	-	DNAJB1
chr12	53501345	53506430	XM_005269114.1	2.670	+	TARBP2
chr12	53501345	53506430	XM_017019910.1	2.670	+	TARBP2
chr2	134918821	134959341	NM_001241.4	2.670	+	CCNT2
chr2	134918821	134959341	NM_001320748.2	2.670	+	CCNT2
chr2	134918821	134959341	NM_001320749.2	2.670	+	CCNT2
chr2	134918821	134959341	NM_058241.3	2.670	+	CCNT2
chr9	128833112	128882550	XM_017015260.1	2.670	-	KYAT1
chr1	244352634	244389662	NM_001012970.3	2.670	+	C1orf100
chr1	244352634	244389662	NM_001276348.2	2.670	+	C1orf100
chr1	244352634	244389662	NM_001276349.2	2.670	+	C1orf100
chr17	68248003	68257163	NM_001033569.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001033570.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001033571.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001033572.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001033574.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001289054.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001289056.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346476.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346477.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346478.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346479.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346482.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346483.1	2.670	+	AMZ2
chr17	68248003	68257163	NM_001346484.1	2.670	+	AMZ2
chr20	32447595	32475506	XM_005260289.4	2.670	-	NOL4L
chr9	128833112	128882557	XM_011519167.3	2.670	-	KYAT1
chr12	31659687	31673113	NM_001135863.2	2.670	+	ETFBKMT
chr3	9969520	10011115	XM_005265321.3	2.670	-	EMC3
chr12	53501331	53506430	XM_006719581.1	2.670	+	TARBP2
chr19	14053366	14057637	NM_001367327.1	2.670	-	PALM3
chr8	17643793	17697736	NM_020749.4	2.669	-	MTUS1
chr2	134918826	134957405	XM_017005228.2	2.669	+	CCNT2
chr2	119367047	119372559	NM_001352432.2	2.669	+	DBI
chr9	128882585	128918041	XM_005252095.2	2.669	+	LRRC8A
chr7	55470607	55526879	NM_001321251.1	2.669	-	VOPP1
chr6	43770210	43786486	NM_001025366.3	2.669	+	VEGFA
chr6	43770210	43786486	NM_001025367.3	2.669	+	VEGFA
chr6	43770210	43786486	NM_001025368.3	2.669	+	VEGFA
chr6	43770210	43786486	NM_001025369.3	2.669	+	VEGFA
chr6	43770210	43786486	NM_001025370.3	2.669	+	VEGFA
chr6	43770210	43786486	NM_001033756.3	2.669	+	VEGFA
chr6	43770210	43786486	NM_001171622.2	2.669	+	VEGFA
chr6	43770210	43786486	NM_001204385.2	2.669	+	VEGFA
chr6	43770210	43786486	NM_003376.6	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171623.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171624.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171625.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171626.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171627.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171628.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171629.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001171630.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001204384.1	2.669	+	VEGFA
chr6	43770208	43786486	NM_001317010.1	2.669	+	VEGFA
chr1	244969868	245087845	NM_032328.3	2.668	+	EFCAB2
chr12	53501302	53506430	XM_005269120.5	2.668	+	TARBP2
chr12	53501302	53506430	XM_017019911.2	2.668	+	TARBP2
chr12	53501301	53506430	XM_005269117.1	2.668	+	TARBP2
chr19	44906400	44909394	NM_001302690.1	2.668	+	APOE
chr12	122078755	122147343	NM_014938.6	2.668	+	MLXIP
chr12	53501282	53506430	NM_134323.2	2.667	+	TARBP2
chr20	63768630	63831158	XM_017027667.1	2.667	-	ZBTB46
chr11	66278174	66284205	NM_182553.3	2.667	+	CNIH2
chr20	63774241	63831157	XM_011528549.2	2.667	-	ZBTB46
chr9	128882636	128918041	XM_006717186.2	2.667	+	LRRC8A
chr12	31659710	31673113	XM_024448923.1	2.667	+	ETFBKMT
chr12	122078743	122147343	XM_006719290.4	2.667	+	MLXIP
chr12	122078743	122147343	XM_006719291.4	2.667	+	MLXIP
chr12	122078743	122144417	XM_006719292.4	2.667	+	MLXIP
chr12	122078743	122137458	XM_006719293.3	2.667	+	MLXIP
chr17	40342165	40357642	NM_001024809.4	2.666	+	RARA
chr12	122928991	122953264	XM_011538098.2	2.666	-	ABCB9
chr1	160680421	160711850	NM_001256030.1	2.666	-	CD48
chr16	55479997	55506690	NM_001302510.1	2.666	+	MMP2
chr1	36322029	36324153	NM_018166.2	2.666	-	EVA1B
chr1	160678745	160711835	XM_017002867.2	2.666	-	CD48
chr1	160678745	160711831	XM_011510171.2	2.666	-	CD48
chr6	31723071	31725394	XM_017011331.1	2.666	+	MPIG6B
chr5	179562555	179610011	XM_017009893.2	2.665	+	RUFY1
chr13	24420929	24506353	XM_011534932.2	2.665	-	PARP4
chr1	160678745	160711821	NM_001778.4	2.665	-	CD48
chr1	160678745	160711821	XM_005245625.1	2.665	-	CD48
chr17	30782683	30824691	NM_015986.4	2.665	-	CRLF3
chr15	70047789	70094788	NM_001282982.2	2.665	-	TLE3
chr2	64631620	64751085	XM_005264669.3	2.665	-	SERTAD2
chr3	46987989	47009700	NM_001365116.2	2.665	+	NBEAL2
chr5	134524314	134583226	NM_001308143.2	2.665	+	JADE2
